#Table1
ID,DEC_deg,RA_deg,Redshift,MedianStellarMass_dex_solarmasses,DeVancoulerGalRad_bandR_arcsec
1237650797291176233,0.88593559,140.29763,0.1414988,11.0157225209405,1.546473
1237651190286319764,54.673579,137.79294,0.1825878,11.6072271851299,2.800201
1237651213359906924,61.093857,257.7742,0.1224884,11.5431135516264,4.831852
1237651213361217767,58.29007,259.81037,0.07476682,11.2054306517821,4.295467
1237651250948669583,51.012251,130.60812,0.121568,11.3386550862779,2.609159
1237651272957624491,46.727353,120.9189,0.02898577,10.015447093494,4.905291
1237651496830566687,43.945156,117.15889,0.03081008,10.1939974182533,3.239017
1237651735777509724,1.3451407,227.0028,0.1835105,11.6700089078513,2.791224
1237651736309989600,2.0975993,216.93533,0.08938862,11.1159394324786,3.766961
1237651737908346944,3.71469,188.91706,0.1462494,11.6508854122367,3.014937
1237651737908543567,3.6962694,189.33078,0.08534577,11.6622326114157,7.049479
1237651752953053411,1.3202209,217.60968,0.1365144,11.4354955412564,2.923243
1237651753465282679,1.9778833,161.3057,0.1506239,11.3810314422008,2.101902
1237651755075174548,3.2315004,159.62534,0.05626394,11.1683185811125,7.493627
1237652600101536132,-6.7332051,320.22336,0.1066681,11.05870533915,3.123828
1237652899138175048,-11.196522,1.5750352,0.1764663,11.5712446886464,3.591558
1237652899682648211,-10.367407,19.228016,0.04323494,11.0500137339695,6.725851
1237652900237082771,-6.0918846,59.492922,0.2451243,11.7816062917991,4.407437
1237652900753309949,-9.8739236,12.091534,0.1196508,11.5270697946253,4.324701
1237652901821808729,-8.9459853,359.85605,0.1330597,11.3432654181961,4.089231
1237652936180498850,-5.8445548,317.23643,0.1206634,11.0170403001248,1.224625
1237652946382684250,-10.832705,10.472083,0.05284963,11.2706786890631,7.555243
1237652949066907758,-8.8347211,10.193639,0.05376796,11.2411772634368,5.498158
1237653007583674954,9.8682601,317.50447,0.06990436,11.0471303671948,1.944452
